i,j,Longtitude,Latitude,Sealevel,UpCont,Code,Error
2974,2696,99.116667,0.15,-37,-32.955599,888,-888
2975,2696,99.15,0.15,-34,-30.997024,108,100
2976,2696,99.183333,0.15,-32,-29.13561,108,100
2977,2696,99.216667,0.15,-30,-27.446091,108,100
2978,2696,99.25,0.15,-28,-25.938907,108,100
2979,2696,99.283333,0.15,-27,-24.553042,108,100
2980,2696,99.316667,0.15,-26,-23.207082,108,100
2981,2696,99.35,0.15,-25,-21.858649,108,100
2982,2696,99.383333,0.15,-24,-20.464713,108,100
2983,2696,99.416667,0.15,-23,-18.954093,108,100
2984,2696,99.45,0.15,-21,-17.2563,108,100
2985,2696,99.483333,0.15,-20,-15.320069,108,100
2986,2696,99.516667,0.15,-18,-13.052573,108,100
2987,2696,99.55,0.15,-16,-10.252208,108,100
2988,2696,99.583333,0.15,-13,-6.643379,108,100
2989,2696,99.616667,0.15,-7,-2.049784,108,100
2990,2696,99.65,0.15,1,3.359406,108,100
2991,2696,99.683333,0.15,9,9.321588,108,100
2992,2696,99.716667,0.15,17,15.562765,108,100
2993,2696,99.75,0.15,25,21.7308,108,100
2994,2696,99.783333,0.15,32,27.609801,108,100
2995,2696,99.816667,0.15,39,33.080992,108,100
2996,2696,99.85,0.15,45,38.054802,108,100
2997,2696,99.883333,0.15,51,42.399992,108,100
2998,2696,99.916667,0.15,56,45.869937,108,100
2999,2696,99.95,0.15,60,48.107631,108,100
3000,2696,99.983333,0.15,60,48.845231,108,100
3001,2696,100.016667,0.15,58,48.201759,108,100
3002,2696,100.05,0.15,54,46.701675,108,100
3003,2696,100.083333,0.15,51,44.89259,108,100
3004,2696,100.116667,0.15,48,43.070588,108,100
3005,2696,100.15,0.15,45,41.380325,108,100
3006,2696,100.183333,0.15,43,39.932863,108,100
3007,2696,100.216667,0.15,99999,38.77767,108,100
3008,2696,100.25,0.15,99999,37.887444,108,100
3009,2696,100.283333,0.15,99999,37.225786,108,100
3010,2696,100.316667,0.15,99999,36.788701,108,100
3011,2696,100.35,0.15,99999,36.572102,108,100
3012,2696,100.383333,0.15,99999,36.551085,108,100
3013,2696,100.416667,0.15,99999,36.69366,108,100
3014,2696,100.45,0.15,99999,36.951401,108,100
3015,2696,100.483333,0.15,99999,37.25214,108,100
3016,2696,100.516667,0.15,99999,37.512399,108,100
3017,2696,100.55,0.15,99999,37.646234,108,100
3018,2696,100.583333,0.15,99999,37.5736,108,100
2974,2695,99.116667,0.183333,-37,-31.463791,108,100
2975,2695,99.15,0.183333,-34,-29.561193,108,100
2976,2695,99.183333,0.183333,-31,-27.669786,108,100
2977,2695,99.216667,0.183333,-29,-25.923506,108,100
2978,2695,99.25,0.183333,-27,-24.379228,108,100
2979,2695,99.283333,0.183333,-26,-22.988197,108,100
2980,2695,99.316667,0.183333,-25,-21.636936,108,100
2981,2695,99.35,0.183333,-23,-20.272155,108,100
2982,2695,99.383333,0.183333,-22,-18.864677,108,100
2983,2695,99.416667,0.183333,-21,-17.35597,108,100
2984,2695,99.45,0.183333,-20,-15.681032,108,100
2985,2695,99.483333,0.183333,-18,-13.77263,108,100
2986,2695,99.516667,0.183333,-16,-11.517489,108,100
2987,2695,99.55,0.183333,-14,-8.690293,108,100
2988,2695,99.583333,0.183333,-10,-5.026844,108,100
2989,2695,99.616667,0.183333,-4,-0.462019,108,100
2990,2695,99.65,0.183333,3,4.861474,108,100
2991,2695,99.683333,0.183333,10,10.785881,108,100
2992,2695,99.716667,0.183333,18,16.995258,108,100
2993,2695,99.75,0.183333,26,23.168937,108,100
2994,2695,99.783333,0.183333,34,29.146221,108,100
2995,2695,99.816667,0.183333,41,34.763823,108,100
2996,2695,99.85,0.183333,48,39.903184,108,100
2997,2695,99.883333,0.183333,54,44.442078,108,100
2998,2695,99.916667,0.183333,60,48.132106,108,100
2999,2695,99.95,0.183333,64,50.571663,108,100
3000,2695,99.983333,0.183333,65,51.409746,108,100
3001,2695,100.016667,0.183333,62,50.711105,108,100
3002,2695,100.05,0.183333,58,49.046062,108,100
3003,2695,100.083333,0.183333,54,47.03941,108,100
3004,2695,100.116667,0.183333,51,45.014842,108,100
3005,2695,100.15,0.183333,47,43.115351,108,100
3006,2695,100.183333,0.183333,45,41.450438,108,100
3007,2695,100.216667,0.183333,99999,40.080217,108,100
3008,2695,100.25,0.183333,99999,38.999362,108,100
3009,2695,100.283333,0.183333,99999,38.18228,108,100
3010,2695,100.316667,0.183333,99999,37.618837,108,100
3011,2695,100.35,0.183333,99999,37.303648,108,100
3012,2695,100.383333,0.183333,99999,37.215771,108,100
3013,2695,100.416667,0.183333,99999,37.30718,108,100
3014,2695,100.45,0.183333,99999,37.503011,108,100
3015,2695,100.483333,0.183333,99999,37.720634,108,100
3016,2695,100.516667,0.183333,99999,37.873674,108,100
3017,2695,100.55,0.183333,99999,37.880008,108,100
3018,2695,100.583333,0.183333,99999,37.681358,108,100
2974,2694,99.116667,0.216667,-35,-29.174733,108,100
2975,2694,99.15,0.216667,-33,-27.449794,108,100
2976,2694,99.183333,0.216667,-31,-25.654511,108,100
2977,2694,99.216667,0.216667,-28,-23.942665,108,100
2978,2694,99.25,0.216667,-26,-22.448696,108,100
2979,2694,99.283333,0.216667,-25,-21.126469,108,100
2980,2694,99.316667,0.216667,-23,-19.807294,108,100
2981,2694,99.35,0.216667,-22,-18.41323,108,100
2982,2694,99.383333,0.216667,-20,-16.93417,108,100
2983,2694,99.416667,0.216667,-19,-15.37635,108,100
2984,2694,99.45,0.216667,-17,-13.708677,108,100
2985,2694,99.483333,0.216667,-16,-11.800205,108,100
2986,2694,99.516667,0.216667,-14,-9.4758,108,100
2987,2694,99.55,0.216667,-11,-6.565797,108,100
2988,2694,99.583333,0.216667,-7,-2.894023,108,100
2989,2694,99.616667,0.216667,-1,1.572737,108,100
2990,2694,99.65,0.216667,6,6.780763,108,100
2991,2694,99.683333,0.216667,13,12.524215,108,100
2992,2694,99.716667,0.216667,20,18.484253,108,100
2993,2694,99.75,0.216667,28,24.490721,108,100
2994,2694,99.783333,0.216667,35,30.390131,108,100
2995,2694,99.816667,0.216667,43,35.995398,108,100
2996,2694,99.85,0.216667,49,41.13156,108,100
2997,2694,99.883333,0.216667,55,45.626392,108,100
2998,2694,99.916667,0.216667,61,49.234339,108,100
2999,2694,99.95,0.216667,64,51.61036,108,100
3000,2694,99.983333,0.216667,65,52.461526,108,100
3001,2694,100.016667,0.216667,63,51.845105,108,100
3002,2694,100.05,0.216667,59,50.2569,108,100
3003,2694,100.083333,0.216667,55,48.258945,108,100
3004,2694,100.116667,0.216667,52,46.178023,108,100
3005,2694,100.15,0.216667,49,44.182827,108,100
3006,2694,100.183333,0.216667,99999,42.397433,108,100
3007,2694,100.216667,0.216667,99999,40.899042,108,100
3008,2694,100.25,0.216667,99999,39.698974,108,100
3009,2694,100.283333,0.216667,99999,38.783636,108,100
3010,2694,100.316667,0.216667,99999,38.147165,108,100
3011,2694,100.35,0.216667,99999,37.784078,108,100
3012,2694,100.383333,0.216667,99999,37.667966,108,100
3013,2694,100.416667,0.216667,99999,37.731918,108,100
3014,2694,100.45,0.216667,99999,37.888338,108,100
3015,2694,100.483333,0.216667,99999,38.055344,108,100
3016,2694,100.516667,0.216667,99999,38.143904,108,100
3017,2694,100.55,0.216667,99999,38.073987,108,100
3018,2694,100.583333,0.216667,99999,37.803349,108,100
2974,2693,99.116667,0.25,-31,-25.793007,108,100
2975,2693,99.15,0.25,-29,-24.276096,108,100
2976,2693,99.183333,0.25,-27,-22.675254,108,100
2977,2693,99.216667,0.25,-24,-21.154753,108,100
2978,2693,99.25,0.25,-23,-19.861397,108,100
2979,2693,99.283333,0.25,-23,-18.689389,108,100
2980,2693,99.316667,0.25,-22,-17.465579,108,100
2981,2693,99.35,0.25,-20,-16.15527,108,100
2982,2693,99.383333,0.25,-18,-14.714696,108,100
2983,2693,99.416667,0.25,-17,-13.129546,108,100
2984,2693,99.45,0.25,-16,-11.438128,108,100
2985,2693,99.483333,0.25,-15,-9.52991,108,100
2986,2693,99.516667,0.25,-11,-7.150795,108,100
2987,2693,99.55,0.25,-8,-4.182177,108,100
2988,2693,99.583333,0.25,-4,-0.561639,108,100
2989,2693,99.616667,0.25,2,3.801552,108,100
2990,2693,99.65,0.25,8,8.83591,108,100
2991,2693,99.683333,0.25,15,14.263653,108,100
2992,2693,99.716667,0.25,22,19.870246,108,100
2993,2693,99.75,0.25,29,25.580301,108,100
2994,2693,99.783333,0.25,36,31.24525,108,100
2995,2693,99.816667,0.25,43,36.667884,108,100
2996,2693,99.85,0.25,50,41.633536,108,100
2997,2693,99.883333,0.25,56,45.907781,108,100
2998,2693,99.916667,0.25,60,49.233842,108,100
2999,2693,99.95,0.25,63,51.369467,108,100
3000,2693,99.983333,0.25,63,52.168532,108,100
3001,2693,100.016667,0.25,61,51.724448,108,100
3002,2693,100.05,0.25,59,50.399431,108,100
3003,2693,100.083333,0.25,55,48.601981,108,100
3004,2693,100.116667,0.25,52,46.619008,108,100
3005,2693,100.15,0.25,49,44.643329,108,100
3006,2693,100.183333,0.25,99999,42.823306,108,100
3007,2693,100.216667,0.25,99999,41.258778,108,100
3008,2693,100.25,0.25,99999,39.992855,108,100
3009,2693,100.283333,0.25,99999,39.038712,108,100
3010,2693,100.316667,0.25,99999,38.393175,108,100
3011,2693,100.35,0.25,99999,38.04036,108,100
3012,2693,100.383333,0.25,99999,37.936616,108,100
3013,2693,100.416667,0.25,99999,38.00155,108,100
3014,2693,100.45,0.25,99999,38.150716,108,100
3015,2693,100.483333,0.25,99999,38.303619,108,100
3016,2693,100.516667,0.25,99999,38.370522,108,100
3017,2693,100.55,0.25,99999,38.273051,108,100
3018,2693,100.583333,0.25,99999,37.972885,108,100
2974,2692,99.116667,0.283333,-25,-21.701933,108,100
2975,2692,99.15,0.283333,-23,-20.381714,108,100
2976,2692,99.183333,0.283333,-21,-19.028659,108,100
2977,2692,99.216667,0.283333,-20,-17.751956,108,100
2978,2692,99.25,0.283333,-19,-16.617062,108,100
2979,2692,99.283333,0.283333,-18,-15.502138,108,100
2980,2692,99.316667,0.283333,-17,-14.34116,108,100
2981,2692,99.35,0.283333,-17,-13.198941,108,100
2982,2692,99.383333,0.283333,-17,-11.926618,108,100
2983,2692,99.416667,0.283333,-15,-10.338751,108,100
2984,2692,99.45,0.283333,-12,-8.519394,108,100
2985,2692,99.483333,0.283333,-11,-6.5917,108,100
2986,2692,99.516667,0.283333,-9,-4.375366,108,100
2987,2692,99.55,0.283333,-5,-1.596737,108,100
2988,2692,99.583333,0.283333,-1,1.848457,108,100
2989,2692,99.616667,0.283333,5,6.035473,108,100
2990,2692,99.65,0.283333,11,10.778158,108,100
2991,2692,99.683333,0.283333,17,15.786336,108,100
2992,2692,99.716667,0.283333,23,20.987562,108,100
2993,2692,99.75,0.283333,29,26.316302,108,100
2994,2692,99.783333,0.283333,36,31.628647,108,100
2995,2692,99.816667,0.283333,43,36.729256,108,100
2996,2692,99.85,0.283333,49,41.391037,108,100
2997,2692,99.883333,0.283333,54,45.350869,108,100
2998,2692,99.916667,0.283333,58,48.355801,108,100
2999,2692,99.95,0.283333,60,50.255033,108,100
3000,2692,99.983333,0.283333,60,51.02112,108,100
3001,2692,100.016667,0.283333,59,50.768553,108,100
3002,2692,100.05,0.283333,57,49.751246,108,100
3003,2692,100.083333,0.283333,54,48.244416,108,100
3004,2692,100.116667,0.283333,51,46.470401,108,100
3005,2692,100.15,0.283333,99999,44.613591,108,100
3006,2692,100.183333,0.283333,99999,42.831643,108,100
3007,2692,100.216667,0.283333,99999,41.246251,108,100
3008,2692,100.25,0.283333,99999,39.946102,108,100
3009,2692,100.283333,0.283333,99999,38.986362,108,100
3010,2692,100.316667,0.283333,99999,38.371918,108,100
3011,2692,100.35,0.283333,99999,38.071914,108,100
3012,2692,100.383333,0.283333,99999,38.022882,108,100
3013,2692,100.416667,0.283333,99999,38.132575,108,100
3014,2692,100.45,0.283333,99999,38.314971,108,100
3015,2692,100.483333,0.283333,99999,38.490399,108,100
3016,2692,100.516667,0.283333,99999,38.569495,108,100
3017,2692,100.55,0.283333,99999,38.475067,108,100
3018,2692,100.583333,0.283333,99999,38.175647,108,100
2974,2691,99.116667,0.316667,-20,-17.384515,108,100
2975,2691,99.15,0.316667,-19,-16.292671,108,100
2976,2691,99.183333,0.316667,-17,-15.218873,108,100
2977,2691,99.216667,0.316667,-16,-14.167162,108,100
2978,2691,99.25,0.316667,-15,-13.10967,108,100
2979,2691,99.283333,0.316667,-14,-11.979931,108,100
2980,2691,99.316667,0.316667,-12,-10.777589,108,100
2981,2691,99.35,0.316667,-12,-9.581977,108,100
2982,2691,99.383333,0.316667,-11,-8.299436,108,100
2983,2691,99.416667,0.316667,-9,-6.739567,108,100
2984,2691,99.45,0.316667,-6,-4.927253,108,100
2985,2691,99.483333,0.316667,-4,-3.064264,108,100
2986,2691,99.516667,0.316667,-3,-1.097449,108,100
2987,2691,99.55,0.316667,-2,1.323217,108,100
2988,2691,99.583333,0.316667,2,4.414841,108,100
2989,2691,99.616667,0.316667,7,8.187762,108,100
2990,2691,99.65,0.316667,12,12.458018,108,100
2991,2691,99.683333,0.316667,17,17.013585,108,100
2992,2691,99.716667,0.316667,23,21.777125,108,100
2993,2691,99.75,0.316667,29,26.668011,108,100
2994,2691,99.783333,0.316667,36,31.54869,108,100
2995,2691,99.816667,0.316667,42,36.234803,108,100
2996,2691,99.85,0.316667,47,40.503798,108,100
2997,2691,99.883333,0.316667,52,44.10991,108,100
2998,2691,99.916667,0.316667,55,46.844068,108,100
2999,2691,99.95,0.316667,57,48.606261,108,100
3000,2691,99.983333,0.316667,57,49.405647,108,100
3001,2691,100.016667,0.316667,56,49.348923,108,100
3002,2691,100.05,0.316667,55,48.623482,108,100
3003,2691,100.083333,0.316667,53,47.421655,108,100
3004,2691,100.116667,0.316667,50,45.905977,108,100
3005,2691,100.15,0.316667,99999,44.230611,108,100
3006,2691,100.183333,0.316667,99999,42.547253,108,100
3007,2691,100.216667,0.316667,99999,40.991087,108,100
3008,2691,100.25,0.316667,99999,39.682827,108,100
3009,2691,100.283333,0.316667,99999,38.719987,108,100
3010,2691,100.316667,0.316667,99999,38.142764,108,100
3011,2691,100.35,0.316667,99999,37.922675,108,100
3012,2691,100.383333,0.316667,99999,37.969487,108,100
3013,2691,100.416667,0.316667,99999,38.165173,108,100
3014,2691,100.45,0.316667,99999,38.414536,108,100
3015,2691,100.483333,0.316667,99999,38.638351,108,100
3016,2691,100.516667,0.316667,99999,38.749509,108,100
3017,2691,100.55,0.316667,99999,38.682591,108,100
3018,2691,100.583333,0.316667,99999,38.425429,108,100
2974,2690,99.116667,0.35,-15,-12.863188,108,100
2975,2690,99.15,0.35,-14,-12.039568,108,100
2976,2690,99.183333,0.35,-13,-11.225434,108,100
2977,2690,99.216667,0.35,-13,-10.410429,108,100
2978,2690,99.25,0.35,-12,-9.513492,108,100
2979,2690,99.283333,0.35,-11,-8.460285,108,100
2980,2690,99.316667,0.35,-9,-7.212759,108,100
2981,2690,99.35,0.35,-7,-5.815616,108,100
2982,2690,99.383333,0.35,-5,-4.379108,108,100
2983,2690,99.416667,0.35,-3,-2.903825,108,100
2984,2690,99.45,0.35,-2,-1.315184,108,100
2985,2690,99.483333,0.35,0,0.376702,108,100
2986,2690,99.516667,0.35,1,2.221852,108,100
2987,2690,99.55,0.35,3,4.410199,108,100
2988,2690,99.583333,0.35,6,7.150267,108,100
2989,2690,99.616667,0.35,9,10.442838,108,100
2990,2690,99.65,0.35,13,14.151514,108,100
2991,2690,99.683333,0.35,18,18.169885,108,100
2992,2690,99.716667,0.35,23,22.405896,108,100
2993,2690,99.75,0.35,29,26.783822,108,100
2994,2690,99.783333,0.35,34,31.174114,108,100
2995,2690,99.816667,0.35,40,35.395857,108,100
2996,2690,99.85,0.35,44,39.236431,108,100
2997,2690,99.883333,0.35,48,42.494471,108,100
2998,2690,99.916667,0.35,51,45.018532,108,100
2999,2690,99.95,0.35,53,46.724926,108,100
3000,2690,99.983333,0.35,54,47.607646,108,100
3001,2690,100.016667,0.35,54,47.7477,108,100
3002,2690,100.05,0.35,53,47.289542,108,100
3003,2690,100.083333,0.35,51,46.377122,108,100
3004,2690,100.116667,0.35,99999,45.131622,108,100
3005,2690,100.15,0.35,99999,43.67193,108,100
3006,2690,100.183333,0.35,99999,42.130489,108,100
3007,2690,100.216667,0.35,99999,40.642784,108,100
3008,2690,100.25,0.35,99999,39.34369,108,100
3009,2690,100.283333,0.35,99999,38.371771,108,100
3010,2690,100.316667,0.35,99999,37.829312,108,100
3011,2690,100.35,0.35,99999,37.704234,108,100
3012,2690,100.383333,0.35,99999,37.865947,108,100
3013,2690,100.416667,0.35,99999,38.159358,108,100
3014,2690,100.45,0.35,99999,38.47986,108,100
3015,2690,100.483333,0.35,99999,38.75804,108,100
3016,2690,100.516667,0.35,99999,38.923652,108,100
3017,2690,100.55,0.35,99999,38.934866,108,100
3018,2690,100.583333,0.35,99999,38.790358,108,100
2974,2689,99.116667,0.383333,-10,-8.058372,108,100
2975,2689,99.15,0.383333,-9,-7.595488,108,100
2976,2689,99.183333,0.383333,-8,-7.032737,108,100
2977,2689,99.216667,0.383333,-8,-6.431142,108,100
2978,2689,99.25,0.383333,-7,-5.736211,108,100
2979,2689,99.283333,0.383333,-7,-4.843336,108,100
2980,2689,99.316667,0.383333,-5,-3.668729,108,100
2981,2689,99.35,0.383333,-3,-2.247176,108,100
2982,2689,99.383333,0.383333,-1,-0.781775,108,100
2983,2689,99.416667,0.383333,0,0.607184,108,100
2984,2689,99.45,0.383333,1,2.010747,108,100
2985,2689,99.483333,0.383333,3,3.543589,108,100
2986,2689,99.516667,0.383333,5,5.284575,108,100
2987,2689,99.55,0.383333,7,7.34838,108,100
2988,2689,99.583333,0.383333,9,9.859134,108,100
2989,2689,99.616667,0.383333,13,12.775443,108,100
2990,2689,99.65,0.383333,16,15.977147,108,100
2991,2689,99.683333,0.383333,20,19.411113,108,100
2992,2689,99.716667,0.383333,24,23.06148,108,100
2993,2689,99.75,0.383333,29,26.878033,108,100
2994,2689,99.783333,0.383333,33,30.730031,108,100
2995,2689,99.816667,0.383333,38,34.451308,108,100
2996,2689,99.85,0.383333,42,37.863952,108,100
2997,2689,99.883333,0.383333,46,40.810765,108,100
2998,2689,99.916667,0.383333,48,43.166986,108,100
2999,2689,99.95,0.383333,50,44.845765,108,100
3000,2689,99.983333,0.383333,51,45.820888,108,100
3001,2689,100.016667,0.383333,51,46.145275,108,100
3002,2689,100.05,0.383333,50,45.929713,108,100
3003,2689,100.083333,0.383333,49,45.284289,108,100
3004,2689,100.116667,0.383333,99999,44.300712,108,100
3005,2689,100.15,0.383333,99999,43.069749,108,100
3006,2689,100.183333,0.383333,99999,41.704813,108,100
3007,2689,100.216667,0.383333,99999,40.333575,108,100
3008,2689,100.25,0.383333,99999,39.08799,108,100
3009,2689,100.283333,0.383333,99999,38.134311,108,100
3010,2689,100.316667,0.383333,99999,37.630165,108,100
3011,2689,100.35,0.383333,99999,37.573049,108,100
3012,2689,100.383333,0.383333,99999,37.802004,108,100
3013,2689,100.416667,0.383333,99999,38.149964,108,100
3014,2689,100.45,0.383333,99999,38.517111,108,100
3015,2689,100.483333,0.383333,99999,38.860521,108,100
3016,2689,100.516667,0.383333,99999,39.133466,108,100
3017,2689,100.55,0.383333,99999,39.287809,108,100
3018,2689,100.583333,0.383333,99999,39.302521,108,100
2974,2688,99.116667,0.416667,-3,-2.706818,108,100
2975,2688,99.15,0.416667,-4,-2.763835,108,100
2976,2688,99.183333,0.416667,-3,-2.635274,108,100
2977,2688,99.216667,0.416667,-3,-2.343907,108,100
2978,2688,99.25,0.416667,-3,-1.859189,108,100
2979,2688,99.283333,0.416667,-2,-1.131887,108,100
2980,2688,99.316667,0.416667,-1,-0.119299,108,100
2981,2688,99.35,0.416667,0,1.157344,108,100
2982,2688,99.383333,0.416667,2,2.527564,108,100
2983,2688,99.416667,0.416667,4,3.849818,108,100
2984,2688,99.45,0.416667,5,5.152077,108,100
2985,2688,99.483333,0.416667,6,6.541,108,100
2986,2688,99.516667,0.416667,8,8.138006,108,100
2987,2688,99.55,0.416667,10,10.081271,108,100
2988,2688,99.583333,0.416667,12,12.38379,108,100
2989,2688,99.616667,0.416667,15,14.945563,108,100
2990,2688,99.65,0.416667,18,17.689556,108,100
2991,2688,99.683333,0.416667,21,20.577922,108,100
2992,2688,99.716667,0.416667,25,23.65234,108,100
2993,2688,99.75,0.416667,29,26.909651,108,100
2994,2688,99.783333,0.416667,32,30.228861,108,100
2995,2688,99.816667,0.416667,36,33.465951,108,100
2996,2688,99.85,0.416667,40,36.495678,108,100
2997,2688,99.883333,0.416667,43,39.189968,108,100
2998,2688,99.916667,0.416667,46,41.420164,108,100
2999,2688,99.95,0.416667,48,43.083755,108,100
3000,2688,99.983333,0.416667,49,44.140631,108,100
3001,2688,100.016667,0.416667,49,44.627462,108,100
3002,2688,100.05,0.416667,49,44.629241,108,100
3003,2688,100.083333,0.416667,99999,44.22739,108,100
3004,2688,100.116667,0.416667,99999,43.489301,108,100
3005,2688,100.15,0.416667,99999,42.489239,108,100
3006,2688,100.183333,0.416667,99999,41.33209,108,100
3007,2688,100.216667,0.416667,99999,40.138494,108,100
3008,2688,100.25,0.416667,99999,39.028838,108,100
3009,2688,100.283333,0.416667,99999,38.157776,108,100
3010,2688,100.316667,0.416667,99999,37.680415,108,100
3011,2688,100.35,0.416667,99999,37.610875,108,100
3012,2688,100.383333,0.416667,99999,37.816924,108,100
3013,2688,100.416667,0.416667,99999,38.167466,108,100
3014,2688,100.45,0.416667,99999,38.583067,108,100
3015,2688,100.483333,0.416667,99999,39.022052,108,100
3016,2688,100.516667,0.416667,99999,39.434548,108,100
3017,2688,100.55,0.416667,99999,39.748781,108,100
3018,2688,100.583333,0.416667,99999,39.918537,108,100
2974,2687,99.116667,0.45,4,2.961056,108,100
2975,2687,99.15,0.45,2,2.446855,108,100
2976,2687,99.183333,0.45,1,2.12823,108,100
2977,2687,99.216667,0.45,1,2.059408,108,100
2978,2687,99.25,0.45,1,2.263969,108,100
2979,2687,99.283333,0.45,2,2.731711,108,100
2980,2687,99.316667,0.45,3,3.497473,108,100
2981,2687,99.35,0.45,4,4.562205,108,100
2982,2687,99.383333,0.45,5,5.769349,108,100
2983,2687,99.416667,0.45,7,6.982302,108,100
2984,2687,99.45,0.45,8,8.18296,108,100
2985,2687,99.483333,0.45,9,9.424734,108,100
2986,2687,99.516667,0.45,10,10.88114,108,100
2987,2687,99.55,0.45,12,12.67389,108,100
2988,2687,99.583333,0.45,14,14.721684,108,100
2989,2687,99.616667,0.45,17,16.929353,108,100
2990,2687,99.65,0.45,19,19.236167,108,100
2991,2687,99.683333,0.45,22,21.60585,108,100
2992,2687,99.716667,0.45,24,24.107494,108,100
2993,2687,99.75,0.45,28,26.80484,108,100
2994,2687,99.783333,0.45,31,29.62705,108,100
2995,2687,99.816667,0.45,34,32.456239,108,100
2996,2687,99.85,0.45,37,35.192023,108,100
2997,2687,99.883333,0.45,40,37.704715,108,100
2998,2687,99.916667,0.45,43,39.849023,108,100
2999,2687,99.95,0.45,45,41.507773,108,100
3000,2687,99.983333,0.45,46,42.633524,108,100
3001,2687,100.016667,0.45,47,43.256526,108,100
3002,2687,100.05,0.45,47,43.444975,108,100
3003,2687,100.083333,0.45,99999,43.256769,108,100
3004,2687,100.116667,0.45,99999,42.738729,108,100
3005,2687,100.15,0.45,99999,41.959222,108,100
3006,2687,100.183333,0.45,99999,41.02303,108,100
3007,2687,100.216667,0.45,99999,40.043415,108,100
3008,2687,100.25,0.45,99999,39.123112,108,100
3009,2687,100.283333,0.45,99999,38.369673,108,100
3010,2687,100.316667,0.45,99999,37.89989,108,100
3011,2687,100.35,0.45,99999,37.782178,108,100
3012,2687,100.383333,0.45,99999,37.95519,108,100
3013,2687,100.416667,0.45,99999,38.309279,108,100
3014,2687,100.45,0.45,99999,38.775552,108,100
3015,2687,100.483333,0.45,99999,39.29913,108,100
3016,2687,100.516667,0.45,99999,39.816934,108,100
3017,2687,100.55,0.45,99999,40.258363,108,100
3018,2687,100.583333,0.45,99999,40.567761,108,100
2974,2686,99.116667,0.483333,9,8.423753,108,100
2975,2686,99.15,0.483333,8,7.742749,108,100
2976,2686,99.183333,0.483333,7,7.223039,108,100
2977,2686,99.216667,0.483333,6,6.921513,108,100
2978,2686,99.25,0.483333,6,6.84189,108,100
2979,2686,99.283333,0.483333,6,6.977202,108,100
2980,2686,99.316667,0.483333,6,7.430318,108,100
2981,2686,99.35,0.483333,8,8.209016,108,100
2982,2686,99.383333,0.483333,9,9.138873,108,100
2983,2686,99.416667,0.483333,10,10.139917,108,100
2984,2686,99.45,0.483333,11,11.208415,108,100
2985,2686,99.483333,0.483333,12,12.338608,108,100
2986,2686,99.516667,0.483333,13,13.680327,108,100
2987,2686,99.55,0.483333,15,15.287066,108,100
2988,2686,99.583333,0.483333,17,17.051576,108,100
2989,2686,99.616667,0.483333,19,18.911789,108,100
2990,2686,99.65,0.483333,21,20.789828,108,100
2991,2686,99.683333,0.483333,22,22.649593,108,100
2992,2686,99.716667,0.483333,24,24.581971,108,100
2993,2686,99.75,0.483333,27,26.710594,108,100
2994,2686,99.783333,0.483333,29,29.06292,108,100
2995,2686,99.816667,0.483333,32,31.56899,108,100
2996,2686,99.85,0.483333,35,34.099836,108,100
2997,2686,99.883333,0.483333,38,36.487611,108,100
2998,2686,99.916667,0.483333,41,38.566931,108,100
2999,2686,99.95,0.483333,43,40.215159,108,100
3000,2686,99.983333,0.483333,44,41.384759,108,100
3001,2686,100.016667,0.483333,45,42.103458,108,100
3002,2686,100.05,0.483333,45,42.435101,108,100
3003,2686,100.083333,0.483333,99999,42.422461,108,100
3004,2686,100.116667,0.483333,99999,42.086652,108,100
3005,2686,100.15,0.483333,99999,41.494529,108,100
3006,2686,100.183333,0.483333,99999,40.759473,108,100
3007,2686,100.216667,0.483333,99999,39.981626,108,100
3008,2686,100.25,0.483333,99999,39.23824,108,100
3009,2686,100.283333,0.483333,99999,38.604504,108,100
3010,2686,100.316667,0.483333,99999,38.184993,108,100
3011,2686,100.35,0.483333,99999,38.08278,108,100
3012,2686,100.383333,0.483333,99999,38.269465,108,100
3013,2686,100.416667,0.483333,99999,38.63441,108,100
3014,2686,100.45,0.483333,99999,39.111929,108,100
3015,2686,100.483333,0.483333,99999,39.657993,108,100
3016,2686,100.516667,0.483333,99999,40.225055,108,100
3017,2686,100.55,0.483333,99999,40.75605,108,100
3018,2686,100.583333,0.483333,99999,41.185692,108,100
2974,2685,99.116667,0.516667,16,13.673411,108,100
2975,2685,99.15,0.516667,15,12.967515,108,100
2976,2685,99.183333,0.516667,14,12.359514,108,100
2977,2685,99.216667,0.516667,13,11.914457,108,100
2978,2685,99.25,0.516667,12,11.647421,108,100
2979,2685,99.283333,0.516667,11,11.559097,108,100
2980,2685,99.316667,0.516667,11,11.735216,108,100
2981,2685,99.35,0.516667,12,12.176166,108,100
2982,2685,99.383333,0.516667,13,12.778896,108,100
2983,2685,99.416667,0.516667,14,13.533269,108,100
2984,2685,99.45,0.516667,15,14.431717,108,100
2985,2685,99.483333,0.516667,15,15.459295,108,100
2986,2685,99.516667,0.516667,17,16.689555,108,100
2987,2685,99.55,0.516667,18,18.090483,108,100
2988,2685,99.583333,0.516667,19,19.5729,108,100
2989,2685,99.616667,0.516667,21,21.089287,108,100
2990,2685,99.65,0.516667,23,22.55374,108,100
2991,2685,99.683333,0.516667,24,23.927992,108,100
2992,2685,99.716667,0.516667,24,25.301794,108,100
2993,2685,99.75,0.516667,25,26.857872,108,100
